Commentary	Ref	Literature(PubmedID)	Inhibitor	value
IC50: 0.07 mM	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B1	0.045
pH not specified in the publication, temperature not specified in the publication	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.05
pH not specified in the publication, temperature not specified in the publication	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	polymyxin B2	0.057
IC50: 0.07 mM	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	benzamil	0.07
IC50 : 0.1 mM	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	5-(N-ethyl)-N-isopropylamiloride	0.1
90% inhibition, IC50: 0.25 mM	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16042610	dicyclohexylcarbodi-imide	0.25
pH not specified in the publication, temperature not specified in the publication	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.251
pH not specified in the publication, temperature not specified in the publication	1115	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.168
pH not specified in the publication, temperature not specified in the publication	1115	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.376
pH not specified in the publication, temperature not specified in the publication	1116	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.168
pH not specified in the publication, temperature not specified in the publication	1116	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.376
pH not specified in the publication, temperature not specified in the publication	1117	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.168
pH not specified in the publication, temperature not specified in the publication	1117	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.376
pH not specified in the publication, temperature not specified in the publication	1118	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	Polymyxin B	0.168
pH not specified in the publication, temperature not specified in the publication	1118	https://www.ncbi.nlm.nih.gov/pubmed/?term=24169795	colistin	0.376
	1322	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
	1323	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
	1324	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
	1325	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
	1326	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
	1327	https://www.ncbi.nlm.nih.gov/pubmed/?term=17702527	flutamide	0.15
IC50 for polymyxin B is 0.0014 mg/ml, IC50 for nanaomycin A is 0.031 mg/ml	1354	https://www.ncbi.nlm.nih.gov/pubmed/?term=19564154	more	-999.0
pH and temperature not specified in the publication	1355	https://www.ncbi.nlm.nih.gov/pubmed/?term=20421951	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
pH and temperature not specified in the publication	1356	https://www.ncbi.nlm.nih.gov/pubmed/?term=20421951	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
pH and temperature not specified in the publication	1357	https://www.ncbi.nlm.nih.gov/pubmed/?term=20421951	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
pH and temperature not specified in the publication	1358	https://www.ncbi.nlm.nih.gov/pubmed/?term=20421951	6-amino-4-(4-tert-butylphenethylamino)quinazoline	4.5E-6
pH 7.0, 25°C	1619	https://www.ncbi.nlm.nih.gov/pubmed/?term=28195463	5-fluoro-3-methyl-2-(4-(4-(trifluoromethoxy)benzyl)-phenyl)quinolin-4(1H)-one	3.7E-6
pH 7.0, 25°C	1620	https://www.ncbi.nlm.nih.gov/pubmed/?term=28195463	5-fluoro-3-methyl-2-(4-(4-(trifluoromethoxy)benzyl)-phenyl)quinolin-4(1H)-one	3.7E-6
pH 7.0, 25°C	1621	https://www.ncbi.nlm.nih.gov/pubmed/?term=28195463	5-fluoro-3-methyl-2-(4-(4-(trifluoromethoxy)benzyl)-phenyl)quinolin-4(1H)-one	3.7E-6
pH 7.0, 25°C	1622	https://www.ncbi.nlm.nih.gov/pubmed/?term=28195463	5-fluoro-3-methyl-2-(4-(4-(trifluoromethoxy)benzyl)-phenyl)quinolin-4(1H)-one	3.7E-6
pH 7.0, 25°C	1623	https://www.ncbi.nlm.nih.gov/pubmed/?term=28195463	5-fluoro-3-methyl-2-(4-(4-(trifluoromethoxy)benzyl)-phenyl)quinolin-4(1H)-one	3.7E-6
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[(4-butylbenzyl)sulfanyl]-3-methyl-4H-chromen-4-one	0.052
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	[2-(4-butyl)benzylsulfanyl]-3-methylchromen-4-one	0.052
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzylamino)-3-methylchromen-4-one	0.057
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-(4-butylbenzyloxy)-3-methylchromen-4-one	0.06
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	fenazaquin	0.09
	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylamino]-3-methylchromen-4-one	0.133
	1723	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	pyridaben	0.008
	1723	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzylsulfanyl]-3-methylchromen-4-one	0.009
	1723	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	rotenone	0.016
	1723	https://www.ncbi.nlm.nih.gov/pubmed/?term=17696417	2-[4-(4-fluorobutyl)benzyloxy]-3-methylchromen-4-one	0.033
